target,source,features,model,H,seed,k,auc_ceiling_within_lco,auc_ceiling_full_lfp,auc_lco_holdout_before,n_cal_cells,n_test_cells,arm,method,auc_pooled,auc_percell_mean,auc_percell_std,ece,brier,tie_delta_mean,tie_delta_max,auc_zeroshot,recovery_ratio,retrain_proximity,delong_p_vs_zeroshot,auc_lco_holdout_after,rank_corr
severson,nasa,with_soh,lightgbm,20,42,5,0.9091700740504244,0.9999831790669155,1.0,5,136,arm_b,warmstart,0.8748043472721649,0.9874435549995831,0.019993780623768834,0.01535893771828197,0.01398450274598666,,,0.891101389784156,-0.9019495980908389,-0.14967647592260447,6.3689018416090365e-25,1.0,
severson,nasa,with_soh,lightgbm,20,42,5,0.9091700740504244,0.9999831790669155,1.0,5,136,arm_a,iso,0.8015738523472283,,,0.009113167012899093,0.010873558479654486,0.08952753743692765,0.08952753743692765,0.891101389784156,-4.954845417497417,-0.8222452811133549,5.6848792608823805e-146,,0.2509091778552362
severson,nasa,with_soh,lightgbm,20,42,5,0.9091700740504244,0.9999831790669155,1.0,5,136,arm_a,platt,0.891101389784156,,,0.01123821552534611,0.011266002058885057,0.0,0.0,0.891101389784156,0.0,0.0,1.0,,1.0
severson,nasa,with_soh,lightgbm,20,42,5,0.9091700740504244,0.9999831790669155,1.0,5,136,arm_a,temp,0.891101389784156,,,0.523646608348904,0.2870566356312725,0.0,0.0,0.891101389784156,0.0,0.0,1.0,,1.0
severson,nasa,with_soh,lightgbm,20,42,20,0.9091700740504244,0.9999831790669155,1.0,20,121,zeroshot,raw,0.8871434461359102,0.995470761485235,0.015197872653315535,0.7934825565924487,0.6521397270083221,,,0.8871434461359102,,,,,
severson,nasa,with_soh,lightgbm,20,42,20,0.9091700740504244,0.9999831790669155,1.0,20,121,arm_b,warmstart,0.9148255644800256,0.996944297311798,0.010795471911239737,0.014505591900200948,0.014559595260360207,,,0.8871434461359102,1.2567569784875976,0.245322437629672,1.2607938033214768e-32,1.0,
severson,nasa,with_soh,lightgbm,20,42,20,0.9091700740504244,0.9999831790669155,1.0,20,121,arm_a,iso,0.8174670824075894,,,0.00876391763878182,0.011367181326795596,0.06967636372832087,0.06967636372832087,0.8871434461359102,-3.1632787369331536,-0.6174807571631156,7.335000531515707e-112,,0.42393907217024124
severson,nasa,with_soh,lightgbm,20,42,20,0.9091700740504244,0.9999831790669155,1.0,20,121,arm_a,platt,0.8871434461359102,,,0.011047727211385378,0.011994303238574956,0.0,0.0,0.8871434461359102,0.0,0.0,1.0,,1.0
severson,nasa,with_soh,lightgbm,20,42,20,0.9091700740504244,0.9999831790669155,1.0,20,121,arm_a,temp,0.8871434461359102,,,0.522828942825312,0.2868608441292959,0.0,0.0,0.8871434461359102,0.0,0.0,1.0,,1.0
severson,nasa,with_soh,random_forest,20,42,5,0.9013672908766415,0.998804656020104,1.0,5,136,zeroshot,raw,0.8604864070087103,0.9990355826532348,0.004284652179825883,0.4526174236252087,0.2224662200261923,,,0.8604864070087103,,,,,
severson,nasa,with_soh,random_forest,20,42,5,0.9013672908766415,0.998804656020104,1.0,5,136,arm_b,warmstart,0.8550518867852466,0.9872781089251217,0.04692239100343295,0.03358199034774558,0.017533180631740385,,,0.8604864070087103,-0.1329354874278237,-0.039289972670316475,0.10752410903003827,0.6699346405228758,
severson,nasa,with_soh,random_forest,20,42,5,0.9013672908766415,0.998804656020104,1.0,5,136,arm_a,iso,0.8107404482716328,,,0.009408680322165935,0.010982424546221227,0.04973738479376644,0.04973738479376644,0.8604864070087103,-1.2168513503226965,-0.35964855753039265,6.877175240160291e-76,,0.2803187088784635
severson,nasa,with_soh,random_forest,20,42,5,0.9013672908766415,0.998804656020104,1.0,5,136,arm_a,platt,0.8604778330653993,,,0.009362846786899895,0.011066246420532264,0.0,0.0,0.8604864070087103,-0.00020972989083835282,-6.198707236591987e-05,0.23800736957412383,,0.9999999497363125
