target,source,features,model,H,seed,k,arm,method,auc_pooled,auc_percell_mean,auc_percell_std,ece,brier,tie_delta_mean,tie_delta_max,auc_zeroshot,auc_ceiling_within_lco,auc_ceiling_full_lfp,recovery_ratio,retrain_proximity,delong_p_vs_zeroshot,auc_lco_holdout_before,auc_lco_holdout_after,n_cal_cells,n_test_cells,rank_corr
severson,nasa,with_soh,lightgbm,20,101112,10,arm_a,platt,0.8918326787271229,,,0.0110564736380281,0.0117962369802202,0.0,0.0,0.8918326787271229,0.9091700740504244,0.9999831790669156,0.0,0.0,1.0,1.0,,10,131,1.0
severson,nasa,with_soh,lightgbm,20,101112,10,arm_a,temp,0.8918326787271229,,,0.5228540806601496,0.2867860797021539,0.0,0.0,0.8918326787271229,0.9091700740504244,0.9999831790669156,0.0,0.0,1.0,1.0,,10,131,1.0
severson,nasa,with_soh,lightgbm,20,42,20,zeroshot,raw,0.8871434461359102,0.995470761485235,0.0151978726533155,0.7934825565924487,0.6521397270083221,,,0.8871434461359102,0.9091700740504244,0.9999831790669156,,,,1.0,,20,121,
severson,nasa,with_soh,lightgbm,20,42,20,arm_b,warmstart,0.9148255644800256,0.996944297311798,0.0107954719112397,0.0145055919002009,0.0145595952603602,,,0.8871434461359102,0.9091700740504244,0.9999831790669156,1.2567569784875976,0.245322437629672,1.2607938033214768e-32,1.0,1.0,20,121,
severson,nasa,with_soh,lightgbm,20,42,20,arm_a,iso,0.8174670824075894,,,0.0087639176387818,0.0113671813267955,0.0696763637283208,0.0696763637283208,0.8871434461359102,0.9091700740504244,0.9999831790669156,-3.1632787369331536,-0.6174807571631156,7.335000531515707e-112,1.0,,20,121,0.4239390721702412
severson,nasa,with_soh,lightgbm,20,42,20,arm_a,platt,0.8871434461359102,,,0.0110477272113853,0.0119943032385749,0.0,0.0,0.8871434461359102,0.9091700740504244,0.9999831790669156,0.0,0.0,1.0,1.0,,20,121,1.0
severson,nasa,with_soh,lightgbm,20,42,20,arm_a,temp,0.8871434461359102,,,0.522828942825312,0.2868608441292959,0.0,0.0,0.8871434461359102,0.9091700740504244,0.9999831790669156,0.0,0.0,1.0,1.0,,20,121,1.0
severson,nasa,with_soh,lightgbm,20,123,20,zeroshot,raw,0.8862938063516208,0.9955280302853046,0.0147950307752488,0.7953849665309244,0.6552804703720397,,,0.8862938063516208,0.9091700740504244,0.9999831790669156,,,,1.0,,20,121,
severson,nasa,with_soh,lightgbm,20,123,20,arm_b,warmstart,0.869222971908673,0.996252639297854,0.0167333278375678,0.0137872690146899,0.0136624008471939,,,0.8862938063516208,0.9091700740504244,0.9999831790669156,-0.7462246319070908,-0.1501532996025689,1.0056718330888815e-14,1.0,0.9960784313725488,20,121,
severson,nasa,with_soh,lightgbm,20,123,20,arm_a,iso,0.8210023070824387,,,0.0108413475787521,0.012157194246591,0.0652914992691821,0.0652914992691821,0.8862938063516208,0.9091700740504244,0.9999831790669156,-2.8541150212452195,-0.5742972954269666,1.7160223540438554e-105,1.0,,20,121,0.4351269447714216
severson,nasa,with_soh,lightgbm,20,123,20,arm_a,platt,0.8862938063516208,,,0.0127122998081274,0.012609157734483,0.0,0.0,0.8862938063516208,0.9091700740504244,0.9999831790669156,0.0,0.0,1.0,1.0,,20,121,1.0
severson,nasa,with_soh,lightgbm,20,123,20,arm_a,temp,0.8862938063516208,,,0.5225735571149602,0.2871136742332519,0.0,0.0,0.8862938063516208,0.9091700740504244,0.9999831790669156,0.0,0.0,1.0,1.0,,20,121,1.0
severson,nasa,with_soh,lightgbm,20,456,20,zeroshot,raw,0.8873346476892996,0.995283247538614,0.0151781960217511,0.7914310726646187,0.6495661240574446,,,0.8873346476892996,0.9091700740504244,0.9999831790669156,,,,1.0,,20,121,
severson,nasa,with_soh,lightgbm,20,456,20,arm_b,warmstart,0.7675707125846901,0.990165043417924,0.054428064532595,0.010082019446204,0.0102242749787772,,,0.8873346476892996,0.9091700740504244,0.9999831790669156,-5.484845275008415,-1.063164638189038,1.3801634119621127e-154,1.0,0.9986928104575163,20,121,
severson,nasa,with_soh,lightgbm,20,456,20,arm_a,iso,0.815546270694821,,,0.009860252752864,0.0118254862173227,0.0717883769944786,0.0717883769944786,0.8873346476892996,0.9091700740504244,0.9999831790669156,-3.2877020950819955,-0.637277522543392,2.684772994921039e-115,1.0,,20,121,0.42576430486332
severson,nasa,with_soh,lightgbm,20,456,20,arm_a,platt,0.8873346476892996,,,0.0123048092821929,0.0123828908182632,0.0,0.0,0.8873346476892996,0.9091700740504244,0.9999831790669156,0.0,0.0,1.0,1.0,,20,121,1.0
severson,nasa,with_soh,lightgbm,20,456,20,arm_a,temp,0.8873346476892996,,,0.5220522365676104,0.2865748818721667,0.0,0.0,0.8873346476892996,0.9091700740504244,0.9999831790669156,0.0,0.0,1.0,1.0,,20,121,1.0
severson,nasa,with_soh,lightgbm,20,789,20,zeroshot,raw,0.8841272222195826,0.995385718074809,0.0154091391546596,0.7937779099429009,0.6524690106092568,,,0.8841272222195826,0.9091700740504244,0.9999831790669156,,,,1.0,,20,121,
severson,nasa,with_soh,lightgbm,20,789,20,arm_b,warmstart,0.8693299031146732,0.994263354101124,0.0302294598279415,0.0147412914730314,0.0149518412560346,,,0.8841272222195826,0.9091700740504244,0.9999831790669156,-0.5908799526851677,-0.1277216943139864,3.213439485248475e-13,1.0,1.0,20,121,
severson,nasa,with_soh,lightgbm,20,789,20,arm_a,iso,0.8129507197890342,,,0.0075146120583631,0.0112476622163031,0.0711765024305484,0.0711765024305484,0.8841272222195826,0.9091700740504244,0.9999831790669156,-2.842188378197818,-0.6143534123527199,2.4876278258343137e-113,1.0,,20,121,0.4768595704805234
severson,nasa,with_soh,lightgbm,20,789,20,arm_a,platt,0.8841272222195826,,,0.0106782004560869,0.0119307260187094,0.0,0.0,0.8841272222195826,0.9091700740504244,0.9999831790669156,0.0,0.0,1.0,1.0,,20,121,1.0
severson,nasa,with_soh,lightgbm,20,789,20,arm_a,temp,0.8841272222195826,,,0.5230081731410579,0.2869337748293307,0.0,0.0,0.8841272222195826,0.9091700740504244,0.9999831790669156,0.0,0.0,1.0,1.0,,20,121,1.0
severson,nasa,with_soh,lightgbm,20,101112,20,zeroshot,raw,0.8872790855490078,0.9954105937959504,0.0149843063137411,0.7928440565840928,0.6516630030704047,,,0.8872790855490078,0.9091700740504244,0.9999831790669156,,,,1.0,,20,121,
severson,nasa,with_soh,lightgbm,20,101112,20,arm_b,warmstart,0.8690216504783966,0.9972763213249762,0.012613675202308,0.0133700432673498,0.0134684148955631,,,0.8872790855490078,0.9091700740504244,0.9999831790669156,-0.8340160184831181,-0.1619944271829863,8.229022073351415e-23,1.0,1.0,20,121,
