source,target,H,feature_set,model,raw_AUC,raw_Brier,raw_ECE10,raw_LogLoss,raw_PRAUC,raw_SensAtFPR10,raw_CalSlope,raw_CalIntercept,raw_AUC_lo,raw_AUC_hi,raw_AUC_percell_mean,raw_AUC_percell_std,raw_n_cells_valid,iso_AUC,iso_Brier,iso_ECE10,iso_LogLoss,iso_PRAUC,iso_SensAtFPR10,iso_CalSlope,iso_CalIntercept,iso_AUC_lo,iso_AUC_hi,iso_AUC_percell_mean,iso_AUC_percell_std,iso_n_cells_valid,platt_AUC,platt_Brier,platt_ECE10,platt_LogLoss,platt_PRAUC,platt_SensAtFPR10,platt_CalSlope,platt_CalIntercept,platt_AUC_lo,platt_AUC_hi,platt_AUC_percell_mean,platt_AUC_percell_std,platt_n_cells_valid,temp_AUC,temp_Brier,temp_ECE10,temp_LogLoss,temp_PRAUC,temp_SensAtFPR10,temp_CalSlope,temp_CalIntercept,temp_AUC_lo,temp_AUC_hi,temp_AUC_percell_mean,temp_AUC_percell_std,temp_n_cells_valid
nasa,oxford,10,with_soh,xgboost,0.9754098360655737,0.1537178987168839,0.25768534807430116,0.4699983395457732,0.8636363636363636,1.0,36.40393585834007,-42.51677172189316,0.9601593625498008,0.9915611814345993,0.9763443772381211,0.021927811169796287,5,0.8155737704918032,0.14891614185377122,0.10230660437325194,0.46644740545600066,0.4578313253012048,0.039473684210526314,9.620273386036274,1.8635171393498182,,,0.8167941580652602,0.03712499255668143,5,0.9754098360655737,0.1270546035887017,0.29325990937654656,0.42204845986452477,0.8636363636363636,1.0,59.54834306785687,1.533158894598972,0.9601593625498008,0.9915611814345993,0.9763443772381211,0.021927811169796287,5,0.9754098360655737,0.18903596430113817,0.3768010207622813,0.5647448379406647,0.8636363636363636,1.0,83.46747608280425,-36.2126920632943,,,0.9763443772381211,0.021927811169796287,5
nasa,oxford,20,with_soh,xgboost,0.9569672131147541,0.22396174863241924,0.30585035278927536,0.6277339591007696,0.7835051546391752,1.0,51.00645942927637,-84.37710737755484,0.9313725490196078,0.9866071428571429,0.9591210014745268,0.03734592503416539,5,0.7151639344262295,0.19193993743085264,0.16600867197001967,0.5651692683980463,0.35348837209302325,0.18421052631578946,1129.324827192799,157.47988626189007,,,0.7159198238592479,0.022248970244174153,5,0.9569672131147541,0.16110251735041703,0.19477649826245658,0.5010650182546778,0.7835051546391752,1.0,194.4065309042607,-37.63828104057745,0.9313725490196078,0.9866071428571429,0.9591210014745268,0.03734592503416539,5,0.9569672131147541,0.21646613670207177,0.3452363836052033,0.6237488472717889,0.7835051546391752,1.0,184.89052613886983,-81.38665798848969,,,0.9591210014745268,0.03734592503416539,5
nasa,oxford,30,with_soh,xgboost,0.9405737704918034,0.22431804910644892,0.29469130688230505,0.6278038958595507,0.7238095238095238,0.7236842105263158,172.6131638106243,-194.70200217906762,0.9067164179104478,0.9785750210760271,0.9429306470865557,0.048231593988563706,5,0.7131147540983607,0.1963676718600395,0.19459925484979132,0.5727292912121411,0.35185185185185186,0.32894736842105265,15.639790778084752,-1.870120063824362,,,0.7140330314064178,0.024429696659938566,5,0.9405737704918034,0.17592480581853517,0.20544570073535873,0.5342802492214741,0.7238095238095238,0.7236842105263158,329.03425841689307,-53.05930308593579,0.9067164179104478,0.9785750210760271,0.9429306470865557,0.048231593988563706,5,0.9405737704918034,0.22538912570892694,0.26727559418778335,0.6426088587246437,0.7238095238095238,0.7236842105263158,406.9532616487024,-124.445383062062,,,0.9429306470865557,0.048231593988563706,5
nasa,oxford,50,with_soh,xgboost,0.944672131147541,0.3377897503208528,0.4207677674014121,0.9224960441630188,0.7378640776699029,0.75,171.55991273910308,-299.42137504403985,0.9104477611940298,0.9828326180257512,0.9467042319922161,0.047158025231049935,5,0.6577868852459017,0.2526145341664877,0.295794472381551,0.6929882976357883,0.31275720164609055,0.35526315789473684,7.401454389901929,-4.23067509107943,,,0.6578473413379073,0.012274816738576317,5,0.944672131147541,0.23449197948935,0.2886863129972107,0.6563179211205965,0.7378640776699029,0.75,448.54675732195136,-267.02519853719815,0.9104477611940298,0.9828326180257512,0.9467042319922161,0.047158025231049935,5,0.944672131147541,0.2584724383639168,0.32015586190128675,0.7103810120683315,0.7378640776699029,0.75,481.50111165811256,-257.1008067083526,,,0.9467042319922161,0.047158025231049935,5
nasa,oxford,10,with_soh,lightgbm,0.9897540983606558,0.5730435269439463,0.6348612687883566,1.897724952079178,0.9382716049382716,1.0,3.779239584710351,-25.76402429122152,0.9823529411764705,0.997854077253219,0.9900589810718907,0.010237141866315056,5,0.9897540983606558,0.14376855546638462,0.31074647372078307,0.6058274138188466,0.9382716049382716,1.0,1.0675436880851215,-12.027415678697071,,,0.9900589810718905,0.01023714186631507,5,0.9897540983606558,0.2507087861574791,0.4553435504206854,0.6892717355523186,0.9382716049382716,1.0,249.33726331361032,-107.4904357709973,0.9823529411764705,0.997854077253219,0.9900589810718907,0.010237141866315056,5,0.9897540983606558,0.30634163769143746,0.47977260154007245,0.799066669884499,0.9382716049382716,1.0,11.021546765452308,-16.882013798113167,,,0.9900589810718907,0.010237141866315056,5
nasa,oxford,20,with_soh,lightgbm,1.0,0.30759278032047654,0.39548365140826575,0.8742550822283105,1.0,1.0,287.2155202190449,-993.2936205711779,0.9999999999999999,1.0,1.0,0.0,5,0.7725409836065573,0.19221401234523905,0.1811672308742603,0.5699730674867199,0.40641711229946526,0.07894736842105263,55.859352026216584,3.091831153012483,,,0.7730566338659687,0.027268376929845958,5,1.0,0.17604962199197965,0.20487608761540543,0.5320099326222406,1.0,1.0,2286.143429900636,-849.7534334457986,0.9999999999999999,1.0,1.0,0.0,5,1.0,0.22612441514526052,0.40359677653394993,0.6434760055188775,1.0,1.0,1210.2406086109406,-698.2111862022398,,,1.0,0.0,5
nasa,oxford,30,with_soh,lightgbm,1.0,0.3206417266075472,0.41461960602091613,0.8596444002343313,1.0,1.0,265.3394971348057,-660.1659279486423,0.9999999999999999,1.0,1.0,0.0,5,0.7172131147540984,0.20076437406723918,0.1982377523895606,0.589553158025854,0.35514018691588783,0.0,12.659326615169936,-0.2566338369658499,,,0.7180096395935522,0.026813947242759054,5,1.0,0.19753643160038145,0.23372308005390233,0.5804970121271196,1.0,1.0,961.5298926083585,-332.9147053251515,0.9999999999999999,1.0,1.0,0.0,5,1.0,0.23476201072315073,0.4748631473388621,0.6613062685716976,1.0,1.0,715.8295365794511,-284.9648215759413,,,1.0,0.0,5
nasa,oxford,50,with_soh,lightgbm,0.9990562985332182,0.699482726769523,0.7038540278210824,6.252582703783663,0.994314489928525,1.0,48.211178198197906,-499.27243400671455,0.9971173588522685,0.9999414748341787,0.9977044167700102,0.003162220196552382,5,0.6516393442622951,0.35680626331316334,0.43073357367070675,0.9222375324838404,0.3089430894308943,0.0,16.848792452910484,-16.403426122699923,,,0.6525841834431705,0.013157945385374823,5,0.9990562985332182,0.3364562357405306,0.39739348253416057,0.8723191201405681,0.994314489928525,1.0,3188.8374929419424,-2118.1242558480694,0.9971173588522685,0.9999414748341787,0.9977044167700102,0.003162220196552382,5,0.9990562985332182,0.4116727644288548,0.49576325929744935,1.0555565789789387,0.994314489928525,1.0,291.3314909150247,-365.29064748069936,,,0.9977044167700102,0.003162220196552382,5
nasa,oxford,10,with_soh,random_forest,1.0,0.21996798335286302,0.4186965022360907,0.62911050668992,1.0,1.0,762.2130691890657,-594.2752938362881,0.9999999999999999,1.0,1.0,5.551115123125783e-17,5,0.540983606557377,0.22456392259191232,0.21724133980938418,0.6389465783258494,0.25333333333333335,0.25,4.452501880989361,-0.5851005184505651,,,0.5414334005396567,0.004696858913334488,5,1.0,0.15892868116626135,0.3661482481955672,0.5050414315577137,1.0,1.0,912.8042233544128,-149.5360572776028,0.9999999999999999,1.0,1.0,5.551115123125783e-17,5,1.0,0.222539495948396,0.4262771833516549,0.6355928424888935,1.0,1.0,854.4265079529298,-560.7344599264478,,,1.0,5.551115123125783e-17,5
nasa,oxford,20,with_soh,random_forest,1.0,0.22719309612743724,0.40139183736907624,0.6458942762344306,1.0,1.0,726.0148950180574,-418.6988873295173,0.9999999999999999,1.0,1.0,0.0,5,0.540983606557377,0.22532374425841245,0.219016746749576,0.6406714532407388,0.25333333333333335,0.25,4.543761223566237,-0.6004547403899503,,,0.5414334005396567,0.004696858913334488,5,1.0,0.17669265519194957,0.17303365388215622,0.5424780920813228,1.0,1.0,937.3122452226188,38.30971161657617,0.9999999999999999,1.0,1.0,0.0,5,1.0,0.2331473143579037,0.2857025570167916,0.6589414190815849,1.0,1.0,1115.5274067550426,-408.73929144726173,,,1.0,0.0,5
