source,target,H,feature_set,model,seed,raw_AUC,raw_Brier,raw_ECE10,raw_LogLoss,raw_PRAUC,raw_SensAtFPR10,raw_CalSlope,raw_CalIntercept,raw_AUC_lo,raw_AUC_hi,raw_AUC_percell_mean,raw_AUC_percell_std,raw_n_cells_valid,iso_AUC,iso_Brier,iso_ECE10,iso_LogLoss,iso_PRAUC,iso_SensAtFPR10,iso_CalSlope,iso_CalIntercept,iso_AUC_lo,iso_AUC_hi,iso_AUC_percell_mean,iso_AUC_percell_std,iso_n_cells_valid,platt_AUC,platt_Brier,platt_ECE10,platt_LogLoss,platt_PRAUC,platt_SensAtFPR10,platt_CalSlope,platt_CalIntercept,platt_AUC_lo,platt_AUC_hi,platt_AUC_percell_mean,platt_AUC_percell_std,platt_n_cells_valid,temp_AUC,temp_Brier,temp_ECE10,temp_LogLoss,temp_PRAUC,temp_SensAtFPR10,temp_CalSlope,temp_CalIntercept,temp_AUC_lo,temp_AUC_hi,temp_AUC_percell_mean,temp_AUC_percell_std,temp_n_cells_valid
calce,oxford,10,common_no_soh,gru,7,0.014744776514149696,0.7223831659709672,0.741188699765639,6.277810417468361,0.15532051982739387,0.0,-1.180510142266981,4.626372251562487,0.0003663339133620291,0.02173581839419024,0.0,0.0,5,0.06126024861147842,0.8643464341332673,0.8740185362642461,11.636156425817674,0.27280203349282295,0.0,-0.34630823623684565,-3.635475331804756,,,0.0523989898989899,0.0674383095452956,5,0.014744776514149696,0.8479379988031143,0.8669428576071297,6.056373078515675,0.19381174723495082,0.0,-0.5625307034747913,-6.64967773362691,0.0003663339133620291,0.02173581839419024,0.0,0.0,5,0.014744776514149696,0.6397518425735319,0.7108588002114736,2.0010439463018628,0.15532051982739387,0.0,-4.0513507607505215,4.623849681827088,,,0.0,0.0,5
calce,oxford,20,common_no_soh,gru,42,0.269307061623909,0.7236008438320906,0.7236139800331809,7.8973249697626535,0.19499052893584873,0.0,0.3548003262820984,-4.852105509441873,0.220658835546476,0.3218632958801498,0.29694677982835876,0.09172613882474198,5,0.5,0.7236363636363636,0.7236363636363636,9.997406098288021,0.27636363636363637,0.0,-0.0693101170803827,-0.0050168339304807325,,,0.5,0.0,5,0.269307061623909,0.7221120423816604,0.7225847573137003,4.961234649927832,0.19499052893584873,0.0,24.515952109125433,-169.13502653319225,0.220658835546476,0.3218632958801498,0.29694677982835876,0.09172613882474198,5,0.269307061623909,0.7200084573795856,0.7212066571789131,4.388712753374053,0.19499052893584873,0.0,0.6386061356985946,-4.850910998006317,,,0.29694677982835876,0.09172613882474198,5
calce,oxford,20,common_no_soh,gru,1,0.01639777836551177,0.7235764423810429,0.7235538304935802,7.450964234412108,0.15549149518492103,0.0,-3.6040292581412197,32.76690350974132,0.00014867677668748005,0.024355005159958726,0.0,0.0,5,0.04615181169002909,0.8720897058764455,0.8768226973712444,9.338903530945029,0.21902206546697936,0.0,-0.4807992738695416,0.047038225425224886,,,0.04118525480367586,0.04709322291247498,5,0.01639777836551177,0.7695610163352082,0.8203082598517724,2.623009120236813,0.15549149518492103,0.0,-1.4412339058806638,1.0685619751820312,0.00014867677668748005,0.024355005159958726,0.0,0.0,5,0.01639777836551177,0.6271213611485241,0.643212572357218,1.947128823214741,0.15549149518492103,0.0,-14.415297914749233,32.77174278585789,,,0.0,0.0,5
calce,oxford,20,common_no_soh,gru,7,0.0139513356254959,0.7223128695027351,0.7222291679815812,5.108075040078731,0.15531699804602817,0.0,-6.238790399896509,39.14925302548502,0.0,0.022345233863186223,0.0,0.0,5,0.02552234858503041,0.8756348392221209,0.8728219319744543,9.679512101523235,0.1896573492040068,0.0,-0.5562055244308101,0.4059755592771957,,,0.03848684210526316,0.07251820291857665,5,0.0139513356254959,0.8953221155469399,0.8960747385121217,4.909079481926795,0.15531699804602817,0.0,-0.6857771530060379,-0.7027371655300727,0.0,0.022345233863186223,0.0,0.0,5,0.0139513356254959,0.6392295477492084,0.6534422939814879,2.0452341743598597,0.15531699804602817,0.0,-16.157419232817745,39.15875699971047,,,0.0,0.0,5
calce,oxford,30,common_no_soh,gru,42,0.062119809574186724,0.7235506668898707,0.7235349639979276,7.109540938789499,0.15763072672453268,0.0,-3.7389049162257018,33.7710553276313,0.01598569969356486,0.14450686641697877,0.1654190779980254,0.18582933078670053,5,0.45394736842105265,0.7297148354870319,0.7360390830039977,10.014473182916998,0.2586068996887886,0.21052631578947367,-0.7620857048985092,9.469420880743943,,,0.46821052631578947,0.04353112046287648,5,0.062119809574186724,0.7227154226951137,0.718959303817349,5.219986476729365,0.15763072672453268,0.0,-2.5588693302275165,15.863086959857778,0.01598569969356486,0.14450686641697877,0.1654190779980254,0.18582933078670053,5,0.062119809574186724,0.6870742992273862,0.6937055099479394,2.6622839498400612,0.15763072672453268,0.0,-10.107380327787455,33.7969639776951,,,0.1654190779980254,0.18582933078670053,5
calce,oxford,30,common_no_soh,gru,1,0.012728114255487963,0.7233634506491022,0.7234148532694036,6.335924305050188,0.15628388543109334,0.0,-140.16891501623758,1135.5940809536294,0.0003663339133620291,0.020132013201320135,0.0,0.0,5,0.5,0.7236363636363636,0.7236363636363636,9.997406098288021,0.27636363636363637,0.0,-0.0693101170803827,-0.0050168339304807325,,,0.5,0.0,5,0.012728114255487963,0.7236359965588457,0.7236360154901271,9.997406098288021,0.15628388543109334,0.0,-0.0693101170803827,-0.0050168339304807325,0.0003663339133620291,0.020132013201320135,0.0,0.0,5,0.012728114255487963,0.6901896532727905,0.6982466084709557,2.7457733781969615,0.15628388543109334,0.0,-325.8158667581332,1133.24638043294,,,0.0,0.0,5
calce,oxford,30,common_no_soh,gru,7,0.963733139381116,0.7232793342611794,0.7233951577273282,6.012220895608271,0.9597112711418176,0.9473684210526315,81.01243833580394,-678.1548201343466,0.8495126705653021,1.0,0.9352380952380951,0.1448120213999864,5,0.5,0.27636363636363637,0.27636363636363637,3.8181054596559436,0.27636363636363637,0.0,0.06931011708023993,-0.005016833930459956,,,0.5,0.0,5,0.963733139381116,0.27636363636363637,0.27636363636363637,3.8181054596559436,0.9597112711418176,0.9473684210526315,0.06931011708023993,-0.005016833930459956,0.8495126705653021,1.0,0.9352380952380951,0.1448120213999864,5,0.963733139381116,0.4840725442039461,0.5338353898178654,1.2577954021474271,0.9597112711418176,0.9473684210526315,462.68570945871784,-674.7195138859755,,,0.9352380952380951,0.1448120213999864,5
calce,oxford,50,common_no_soh,gru,42,0.01282729436656969,0.723479863118532,0.7233010788397356,7.097557671083253,0.15519273600121322,0.0,-2.152641046750279,16.670438637946106,0.00219464537429995,0.028070175438596478,0.007619047619047621,0.0170367083999984,5,0.5,0.7236363636363636,0.7236363636363636,9.997406098288021,0.27636363636363637,0.0,-0.0693101170803827,-0.0050168339304807325,,,0.5,0.0,5,0.01282729436656969,0.7236363635585299,0.7236363617710801,9.997406098288021,0.15519273600121322,0.0,-0.0693101170803827,-0.0050168339304807325,0.00219464537429995,0.028070175438596478,0.007619047619047621,0.0170367083999984,5,0.01282729436656969,0.7001564213197364,0.6979670312140783,3.0313789463189185,0.15519273600121322,0.0,-5.071794388375714,16.632274339706935,,,0.007619047619047621,0.0170367083999984,5
calce,oxford,50,common_no_soh,gru,1,0.014777836551176936,0.7232469424137652,0.7229862013730136,6.064253364496433,0.15539405756109462,0.0,-4.474238846910961,32.33640830329367,0.0,0.02317106710671067,0.0,0.0,5,0.0707154192012695,0.9169403142844241,0.9176693902401762,11.190274682064906,0.18185134901431405,0.0,-0.25778597052155583,0.4564623785113916,,,0.22246240601503758,0.2554674830307908,5,0.014777836551176936,0.9200358027105501,0.9193592927128356,12.15143217498898,0.15539405756109462,0.0,-0.23873668745212998,-0.3823499779646512,0.0,0.02317106710671067,0.0,0.0,5,0.014777836551176936,0.6484427780752838,0.6871375230082003,2.13223093932499,0.15539405756109462,0.0,-13.137404718985577,32.28882894736756,,,0.0,0.0,5
calce,oxford,50,common_no_soh,gru,7,0.17429251520761702,0.7235302071997722,0.723546904000369,7.004991685735969,0.17429253960642282,0.0,-2.0565576137374997,18.308129690850176,0.12191011235955057,0.23220973782771537,0.19992382471329842,0.08678852004403587,5,0.5,0.7236363636363636,0.7236363636363636,9.997406098288021,0.27636363636363637,0.0,-0.0693101170803827,-0.0050168339304807325,,,0.5,0.0,5,0.5,0.7236363636363636,0.7236363636363636,9.997406098288021,0.27636363636363637,0.0,-0.0693101170803827,-0.0050168339304807325,0.5,0.5,0.5,0.0,5,0.17429251520761702,0.6838560305706469,0.6935460142933773,2.607075065915341,0.17429253960642282,0.0,-5.5936503246879825,18.316173800765924,,,0.19992382471329842,0.08678852004403587,5
nasa+calce,oxford,10,common_with_soh,gru,42,0.01629859825443004,0.7235407401565785,0.7235478745807301,7.030193474025665,0.155399610458858,0.0,-15.214841807476313,140.000368846337,0.0030557677616501154,0.03177387914230018,0.013432539682539688,0.02975955678568862,5,0.46710526315789475,0.715463944003788,0.7172354464097457,3.739142433638886,0.27091744319634786,0.21052631578947367,-3.6415385097697746,17.79469948630333,,,0.47706766917293236,0.034923982443589754,5,0.01629859825443004,0.6134120448257482,0.6426467809037398,1.845052656491534,0.155399610458858,0.0,-855.6031070030494,2076.258270252394,0.0030557677616501154,0.03177387914230018,0.013432539682539688,0.02975955678568862,5,0.01629859825443004,0.6454345237564116,0.6630459708671294,2.1038193872120394,0.155399610458858,0.0,-52.206723427371166,139.48186744909518,,,0.013432539682539688,0.02975955678568862,5
nasa+calce,oxford,10,common_with_soh,gru,1,0.014348056069822795,0.7234588194076547,0.7221926199306141,7.213461020623402,0.15531132533316483,0.0,-1.9210324275512836,13.92012739313582,0.0008025682182985572,0.022222222222222223,0.005555555555555558,0.012422599874998838,5,0.037159481618619414,0.8482297239047465,0.8762422579526901,7.729892334498013,0.21589574185390945,0.0,-0.8605625096368766,-0.18972377273468244,,,0.05138036378825852,0.03665347821054434,5,0.014348056069822795,0.5627086368333136,0.6032853854639487,1.5597724909338389,0.15531132533316483,0.0,-57.77821371702356,110.09613665550205,0.0008025682182985572,0.022222222222222223,0.005555555555555558,0.012422599874998838,5,0.014348056069822795,0.6212272218843763,0.6746618669012512,1.8979177185052871,0.15531132533316483,0.0,-7.82074721226752,13.939088868967158,,,0.005555555555555558,0.012422599874998838,5
nasa+calce,oxford,10,common_with_soh,gru,7,0.013752975403332453,0.7206097735307816,0.7209077832915566,5.196365416869883,0.15514345993014542,0.0,-33.75502685592943,186.79872082066697,0.0009715812484819052,0.03329308262894601,0.061309523809523814,0.13653835832109934,5,0.33496429516001053,0.44258599396025905,0.4511135639656674,1.3194106008807367,0.26353363445468714,0.0,-1.9958450136934878,-5.6049019560796305,,,0.3443799270904534,0.038954762289389384,5,0.013752975403332453,0.5414255948576674,0.5720467676359641,1.474008575071031,0.15514345993014542,0.0,-75.3434214219738,120.10096292193602,0.0009715812484819052,0.03329308262894601,0.061309523809523814,0.13653835832109934,5,0.013752975403332453,0.5066743374973045,0.5315979968630447,1.3681787826565233,0.15514345993014542,0.0,-145.93265864003087,179.26046409974958,,,0.061309523809523814,0.13653835832109934,5
nasa+calce,oxford,20,common_with_soh,gru,42,0.11723089129859827,0.7236347597323491,0.7236349435286088,9.903353312301508,0.16962470136251806,0.0,-11.8382888218698,159.64184384993112,0.06371941554543648,0.17777777777777776,0.18430625806941597,0.1778670882730451,5,0.45394736842105265,0.7236366214554318,0.7235651271993464,9.997477438525367,0.2585353372611227,0.2236842105263158,-1.208090152027113,15.631194270453724,,,0.47033082706766915,0.028479353021671445,5,0.11723089129859827,0.6133227764416128,0.6429000142342104,1.8444487773485054,0.16962470136251806,0.0,-0.3386113640113374,-0.13912040892993,0.06371941554543648,0.17777777777777776,0.18430625806941597,0.1778670882730451,5,0.11990875429780483,0.6655162773605082,0.6807042746699801,2.317119159862084,0.16962470136251806,0.039473684210526314,-51.27196092445322,158.70105325408827,,,0.20430625806941594,0.2107638208689063,5
nasa+calce,oxford,20,common_with_soh,gru,1,0.024266067177995235,0.7212941048217513,0.7115769958496093,5.864787754819232,0.15571303910535408,0.0,-1.1402688360552036,5.336586708890771,0.005813953488372093,0.03904397007845284,0.03373015873015872,0.07431873333463507,5,0.06972361809045227,0.7430298818548274,0.8011400139331819,4.715289830670029,0.24428661419156739,0.0,-0.2874712405406479,-2.546887351099753,,,0.19250541125541126,0.18783792605848557,5,0.024266067177995235,0.7264544347738131,0.8020631211429374,4.536872063660513,0.15571303910535408,0.0,-0.32898777337541174,-2.4810591012840186,0.005813953488372093,0.03904397007845284,0.03373015873015872,0.07431873333463507,5,0.024266067177995235,0.5297684011445322,0.615965290715084,1.4169560394228442,0.15571303910535408,0.0,-5.747195866568056,5.343256483779752,,,0.03373015873015872,0.07431873333463507,5
nasa+calce,oxford,20,common_with_soh,gru,7,0.01778629992065591,0.72334735861195,0.7140726668184454,6.94957878731374,0.15532738531358425,0.0,-1.1626690827810973,6.805079127933067,0.003493246390312065,0.035216434336023485,0.04464285714285714,0.09927081238960327,5,0.03639910076699286,0.7860257591270924,0.8324181368066506,6.930126518758232,0.2242798025038936,0.0,-0.49217944176283435,-1.6991784499292646,,,0.0960515873015873,0.11276651788846431,5,0.01778629992065591,0.7774591316859991,0.8393702704648286,4.3699262879137715,0.15532738531358425,0.0,-0.5959134654592466,-1.7292746572152455,0.003493246390312065,0.035216434336023485,0.04464285714285714,0.09927081238960327,5,0.01778629992065591,0.5852748055606571,0.6811756666697486,1.6558701534064981,0.15532738531358425,0.0,-5.542898956849049,6.808735731679387,,,0.04464285714285714,0.09927081238960327,5
nasa+calce,oxford,30,common_with_soh,gru,42,0.023075905845014545,0.7235259751160081,0.7231707399541681,7.101011644474121,0.1556218033610368,0.0,-8.04254246874837,70.50472427988856,0.004142300194931774,0.059470710674992565,0.05884920634920635,0.0862371526539368,5,0.1543242528431632,0.6501749519880162,0.7367486639456315,1.8267032446547236,0.17737654907857253,0.0,-41.41904345609504,67.3910459820634,,,0.22376277815751497,0.13687980057771135,5,0.023075905845014545,0.6953922050440331,0.7512075322182048,2.677640312743081,0.1556218033610368,0.0,-16.554274485712945,32.74217311809064,0.004142300194931774,0.059470710674992565,0.05884920634920635,0.0862371526539368,5,0.023075905845014545,0.5679605145689581,0.6306383367837088,1.5886371605826757,0.1556218033610368,0.0,-39.74281534090893,70.48317670855134,,,0.05884920634920635,0.0862371526539368,5
nasa+calce,oxford,30,common_with_soh,gru,1,0.9831724411531341,0.7235516238230918,0.7235920819369229,7.306178046470584,0.9658572912867476,0.9605263157894737,4.4783039003704035,-50.52813121578085,0.9567251461988304,0.9965067536096879,0.9277777777777778,0.16149379837498484,5,0.7728775456228512,0.5982382289754744,0.6390191923488269,1.775979784901816,0.495853666605475,0.05263157894736842,29.594753406766387,-79.05729482239722,,,0.7442420634920635,0.07983581922289124,5,0.9831724411531341,0.5918485001888232,0.6268959317115269,1.7122665934472348,0.9658572912867476,0.9605263157894737,514.5549164898465,-1159.5240141236584,0.9567251461988304,0.9965067536096879,0.9277777777777778,0.16149379837498484,5,0.9831724411531341,0.5922549376290759,0.6364112854788855,1.7203687970576362,0.9658572912867476,0.9605263157894737,20.088501681176385,-50.53133960885843,,,0.9277777777777778,0.16149379837498484,5
nasa+calce,oxford,30,common_with_soh,gru,7,0.018811161068500396,0.7236049347536965,0.7235334710641341,8.122590954800634,0.1555335962043467,0.0,-1.9754014253767855,18.66458977144568,0.0036561441055823094,0.030560116767013337,0.027976190476190467,0.062003571427301556,5,0.0731618619412854,0.6346781642007597,0.6278809038075533,2.4247789352933746,0.2189388401997734,0.0,-21.275724046740564,35.791746792698866,,,0.0901545530492899,0.07610220560891315,5,0.018811161068500396,0.5478051970687662,0.5892382207387213,1.4948413006602925,0.1555335962043467,0.0,-409.64866139640003,761.8895321613525,0.0036561441055823094,0.030560116767013337,0.027976190476190467,0.062003571427301556,5,0.018811161068500396,0.5866722375501142,0.5997629898295136,1.6836234214122494,0.1555335962043467,0.0,-10.350174606477873,18.66875787550532,,,0.027976190476190467,0.062003571427301556,5
nasa+calce,oxford,50,common_with_soh,gru,42,0.21879132504628404,0.7236002166773498,0.7235951636054299,7.687253213188271,0.17910385263779988,0.0,-3.5287580240002354,35.8450822442619,0.11783170667370088,0.40152933832709115,0.39485892762208546,0.3124430216477118,5,0.258760909812219,0.7273692665468675,0.7305663595416327,4.311394385847411,0.20451850114085945,0.013157894736842105,-92.2030495258155,544.8226939331349,,,0.3111957735247209,0.13372245324054047,5,0.21879132504628404,0.6326825400964255,0.6583294229735682,1.9871933919867537,0.17910385263779988,0.0,-117.48909064021197,309.741657941578,0.11783170667370088,0.40152933832709115,0.39485892762208546,0.3124430216477118,5,0.21879132504628404,0.6360890942943574,0.6633408034821848,2.015626908496504,0.17910385263779988,0.0,-13.942360588143446,35.852489544857086,,,0.39485892762208546,0.3124430216477118,5
nasa+calce,oxford,50,common_with_soh,gru,1,0.2859693202856387,0.7235916282966177,0.7236102325266057,8.528266505938472,0.1937540834897465,0.0,-0.2800306874899653,2.2828347438540004,0.2192297546821419,0.3769506866416979,0.3557182919419762,0.1555298581348746,5,0.4032332716212642,0.6358388074228617,0.6574491640654477,2.1765701505849315,0.23526811495137198,0.039473684210526314,-0.10024876648165186,-0.673798853555436,,,0.4865724538619275,0.1805615742338232,5,0.2859693202856387,0.5826953753890759,0.6190831568550533,1.6627767660144321,0.1937540834897465,0.0,7.502099017487689,-17.124448739466988,0.2192297546821419,0.3769506866416979,0.3557182919419762,0.1555298581348746,5,0.2859693202856387,0.6170187823894682,0.6440582558532457,1.893411571652564,0.1937540834897465,0.0,-1.3214469221497258,2.2881001951141804,,,0.3557182919419762,0.1555298581348746,5
nasa+calce,oxford,50,common_with_soh,gru,7,0.7351891034117958,0.7236078067105323,0.7236175146969882,7.8941288544082555,0.39650374350639506,0.0,1.0097533909190484,-12.02908576123943,0.7111580058032182,0.7616997893579998,0.7381221614642668,0.025474996380844703,5,0.5167944988098387,0.7150205387257166,0.7177177405357361,3.7173019562852216,0.2833728238220071,0.06578947368421052,12.837324772740784,-67.05856614873058,,,0.5263742879927091,0.07889011754431258,5,0.7351891034117958,0.6674078236975161,0.6837867328453974,2.34161251849509,0.39650374350639506,0.0,39.0087724562238,-125.21881048999856,0.7111580058032182,0.7616997893579998,0.7381221614642668,0.025474996380844703,5,0.7351891034117958,0.6448559383102451,0.6674506034219414,2.0964582627697803,0.39650374350639506,0.0,3.92572837829908,-12.073714329601836,,,0.7381221614642668,0.025474996380844703,5
