AUC,Brier,ECE10,LogLoss,PRAUC,SensAtFPR10,CalSlope,CalIntercept,AUC_lo,AUC_hi,AUC_percell_mean,AUC_percell_std,n_cells_valid,source,target,baseline,H,model
0.5,0.7625,0.7625,10.534327037925948,0.2375,0.0,-0.08398902762085624,-0.006079328982595122,0.5,0.5,0.5,0.0,5,nasa+calce,oxford,full,50,logistic_full
0.8981030716001872,,,,0.627925440869886,0.66015625,,,0.8223790258991296,0.9998844338253993,0.9998815392881036,0.0006870396088270839,40,nasa,severson,soh_dist,10,logistic_soh_dist
0.9124211404041266,,,,0.6424336090200906,0.7136437908496732,,,0.8359667987055086,0.9984962002605907,0.9998963792680515,0.0006041578434540135,40,nasa,severson,soh_dist,20,logistic_soh_dist
0.9207251306652542,,,,0.6232702496691654,0.7517556179775281,,,0.8461371053266272,0.9952264786365521,0.9999084166578094,0.0005411260645715683,40,nasa,severson,soh_dist,30,logistic_soh_dist
0.9264276285801548,,,,0.5696534785366404,0.7985197368421053,,,0.8585463303727678,0.9852485457235693,0.9998824235344479,0.00048006807082087623,40,nasa,severson,soh_dist,50,logistic_soh_dist
0.8981030716001872,0.09396056140907245,0.28479491234437004,0.3588792935538034,0.627925440869886,0.66015625,3.8029471900378864,-2.1779772078357906,0.8223790258991296,0.9998844338253993,0.9998815392881036,0.0006870396088270839,40,nasa,severson,soh_only,10,logistic_soh_only
0.9124211404041266,0.12801111117408023,0.334113726479106,0.4373968799965333,0.6424336090200906,0.7136437908496732,3.7524165175476885,-3.1723741921984936,0.8359667987055086,0.9984962002605907,0.9998963792680515,0.0006041578434540135,40,nasa,severson,soh_only,20,logistic_soh_only
0.9207251306652542,0.15174570079888608,0.36185317118632443,0.4889650584876267,0.6232702496691654,0.7517556179775281,3.294659088035236,-3.8223568546953195,0.8461371053266272,0.9952264786365521,0.9999084166578094,0.0005411260645715683,40,nasa,severson,soh_only,30,logistic_soh_only
0.9264276285801548,0.20356850644399396,0.4194378843137367,0.6018765720225755,0.5696534785366404,0.7985197368421053,2.6191456800915245,-4.4943397290735,0.8585463303727678,0.9852485457235693,0.9998824235344479,0.00048006807082087623,40,nasa,severson,soh_only,50,logistic_soh_only
0.7345560039738862,0.5753605148829952,0.7073053633554149,2.216294019784657,0.0355627043831913,0.2900390625,0.21467773117501246,-4.5908458899961735,0.5994326073711947,0.8177574922788666,1.0,0.0,40,nasa,severson,cycle_only,10,logistic_cycle_only
0.7133660806816285,0.5673657626141074,0.7091968202879069,1.9760281208220543,0.0382649629978483,0.2589869281045752,0.236756336185628,-4.363962023254767,0.5906710206700662,0.7984605011567395,1.0,0.0,40,nasa,severson,cycle_only,20,logistic_cycle_only
0.6968682004016076,0.5859460524590988,0.7244323791712396,2.025252523837137,0.04115008073567925,0.23665730337078653,0.22596208213516625,-4.195753414964982,0.5838251714001755,0.7815973750677292,1.0,0.0,40,nasa,severson,cycle_only,30,logistic_cycle_only
0.6716679968042097,0.6074881024842412,0.7422751883003823,2.0203982738470554,0.0471065501274411,0.20257675438596492,0.21725661703705745,-3.9077134133454683,0.5718761281024733,0.757994350282689,1.0,0.0,40,nasa,severson,cycle_only,50,logistic_cycle_only
0.8154501590040716,0.44896947403237925,0.6118971732491267,1.4636399481052937,0.04586191692497288,0.3427734375,0.39293764196096787,-4.701448300757509,0.7475611613874263,0.8619008600770733,0.9999963693993793,1.6027313775098715e-05,40,nasa,severson,soh_cycle,10,logistic_soh_cycle
0.8646964184076953,0.35012799826210994,0.544794335160421,0.9990702919714434,0.07096318417732594,0.3415032679738562,0.7983443829346433,-4.648036250131731,0.8344345118012535,0.9015280386670191,0.9999929657477787,2.7772396088595416e-05,40,nasa,severson,soh_cycle,20,logistic_soh_cycle
0.904051801429305,0.28176493272041936,0.4905878685376526,0.7883886313568794,0.1345521469804172,0.6576544943820225,1.5230935000411565,-4.798423658182886,0.8649220058445564,0.9548549393570046,0.9999863651769498,5.7365844003988264e-05,40,nasa,severson,soh_cycle,30,logistic_soh_cycle
0.8177711878348364,0.12628398690176618,0.32197429056440535,0.43255275312992314,0.6259551211930223,0.778234649122807,2.7398186241689446,-3.0282008880273623,0.6134260629273908,0.9939330133379626,0.9792840134676425,0.1302292716518965,40,nasa,severson,soh_cycle,50,logistic_soh_cycle
0.3510246397217888,0.03604919626350705,0.11237145394643852,0.20930808234992376,0.019918894006130287,0.087890625,-0.774641773334795,-6.219009528753813,0.015682104109005862,0.5934386079744244,0.01344953691024428,0.03046559665710508,40,nasa,severson,sensors,10,logistic_sensors
0.30059244127152107,0.03625380631526937,0.10017311932598964,0.21424630719157645,0.019441846308291245,0.07475490196078431,-0.9671883182358061,-6.656508799031103,0.015001043799111028,0.5486957715925096,0.00850506156893665,0.027461914699585227,40,nasa,severson,sensors,20,logistic_sensors
0.2630174761201356,0.024067176710079793,0.01154345899894863,0.16435935217314226,0.01847412558601041,0.051615168539325844,-1.1121470396643418,-9.518453788094574,0.016337276834667715,0.5046523266566865,0.0046659864824266355,0.01733362705803218,40,nasa,severson,sensors,30,logistic_sensors
0.21111892815615618,0.03149254779347259,0.03133438263133889,0.31766038301334404,0.019148837839766793,0.007401315789473684,-1.1277937324109761,-13.829144141871147,0.021742015657964752,0.41652749737265976,0.0017621879003422748,0.010921082730555021,40,nasa,severson,sensors,50,logistic_sensors
0.8943254417387578,0.017395892661453048,0.01739541417566488,0.23994969665277296,0.08487915745338954,0.5166015625,0.2906444543248513,-0.020959863902312043,0.8691924225860095,0.9339414612541633,0.9994983464689877,0.0014832106342533738,40,nasa,severson,full,10,logistic_full
0.822689399808697,0.020793028925551876,0.020791367818855645,0.2483745477411004,0.48195080503051796,0.7066993464052288,1.8280698039301866,20.119806001772947,0.6751923459150178,0.9948689263296557,0.9793886236244547,0.12749237394517415,40,nasa,severson,full,20,logistic_full
0.7531317885953115,0.02419111970114857,0.02419071718186122,0.3285830804524027,0.5500753912970342,0.7099719101123596,5.499698083807751,72.10843330827335,0.5093888604905372,0.9958952690942094,0.9741213873220754,0.1556181015120543,40,nasa,severson,full,30,logistic_full
0.7454780802098602,0.03098641870407817,0.03098628155163117,0.42809429007641275,0.5431873110735357,0.6307565789473685,0.24790090731963776,-0.017951191605119394,0.5244832338615872,0.9591137399711533,0.9358408680242837,0.1725888106068878,40,nasa,severson,full,50,logistic_full
0.8981030716001872,,,,0.627925440869886,0.66015625,,,0.8223790258991296,0.9998844338253993,0.9998815392881036,0.0006870396088270839,40,calce,severson,soh_dist,10,logistic_soh_dist
0.9124211404041266,,,,0.6424336090200906,0.7136437908496732,,,0.8359667987055086,0.9984962002605907,0.9998963792680515,0.0006041578434540135,40,calce,severson,soh_dist,20,logistic_soh_dist
0.9207251306652542,,,,0.6232702496691654,0.7517556179775281,,,0.8461371053266272,0.9952264786365521,0.9999084166578094,0.0005411260645715683,40,calce,severson,soh_dist,30,logistic_soh_dist
0.9264276285801548,,,,0.5696534785366404,0.7985197368421053,,,0.8585463303727678,0.9852485457235693,0.9998824235344479,0.00048006807082087623,40,calce,severson,soh_dist,50,logistic_soh_dist
0.8981030716001872,0.6858599223255532,0.8184406949436752,1.81674035905576,0.627925440869886,0.66015625,3.1286488336951765,-10.818583910953057,0.8223790258991296,0.9998844338253993,0.9998815392881036,0.0006870396088270839,40,calce,severson,soh_only,10,logistic_soh_only
0.9124211404041266,0.7040074167325602,0.8279464368510071,1.8871126395842217,0.6424336090200906,0.7136437908496732,3.369154061564295,-11.53272198104089,0.8359667987055086,0.9984962002605907,0.9998963792680515,0.0006041578434540135,40,calce,severson,soh_only,20,logistic_soh_only
0.9207251306652542,0.7194040003277195,0.8356059855352147,1.9524535100353193,0.6232702496691654,0.7517556179775281,3.456562221577167,-11.894668224277462,0.8461371053266272,0.9952264786365521,0.9999084166578094,0.0005411260645715683,40,calce,severson,soh_only,30,logistic_soh_only
0.9264276285801548,0.7495485427344646,0.8501239134832119,2.095637336853856,0.5696534785366404,0.7985197368421053,3.3577518792444105,-11.94228435768214,0.8585463303727678,0.9852485457235693,0.9998824235344479,0.00048006807082087623,40,calce,severson,soh_only,50,logistic_soh_only
0.7345560039738862,0.7867759373662432,0.8518579389346193,5.481083956024638,0.0355627043831913,0.2900390625,0.1795912361669577,-5.334607366539282,0.5994326073711947,0.8177574922788666,1.0,0.0,40,calce,severson,cycle_only,10,logistic_cycle_only
0.7133660806816285,0.7952390023631773,0.8586225193126138,5.529465812412588,0.0382649629978483,0.2589869281045752,0.15858522755937343,-4.970333510300812,0.5906710206700662,0.7984605011567395,1.0,0.0,40,calce,severson,cycle_only,20,logistic_cycle_only
0.6968682004016076,0.8029494488292787,0.8641786882966702,5.614354199132622,0.04115008073567925,0.23665730337078653,0.14533893023097913,-4.720038857460147,0.5838251714001755,0.7815973750677292,1.0,0.0,40,calce,severson,cycle_only,30,logistic_cycle_only
0.6716679968042097,0.8179836095010911,0.8743049010366253,5.800121628073812,0.0471065501274411,0.20257675438596492,0.12479042771219531,-4.324989264046341,0.5718761281024733,0.757994350282689,1.0,0.0,40,calce,severson,cycle_only,50,logistic_cycle_only
0.7852514825927551,0.7460632351218133,0.8220978175880054,4.740579936216266,0.041035386609146386,0.310546875,0.2185690080065075,-5.496679595751912,0.6915240690118684,0.8450888666185071,0.9999994692009139,3.357068184506651e-06,40,calce,severson,soh_cycle,10,logistic_soh_cycle
0.7643090649542723,0.7592571549849606,0.8328814445254324,4.846022879890524,0.04414018409938298,0.2785947712418301,0.19945131359155738,-5.171803903480489,0.6739373752296062,0.8293744829810197,1.0,0.0,40,calce,severson,soh_cycle,20,logistic_soh_cycle
0.7512244014544018,0.767214867216143,0.8390593129991394,4.907243589731035,0.047927874617323424,0.25491573033707865,0.18796972700755943,-4.9334408937058445,0.6665338577058846,0.8165673625881207,1.0,0.0,40,calce,severson,soh_cycle,30,logistic_soh_cycle
0.7249998875452759,0.7857057073187943,0.8524715261841815,5.086402877467564,0.05451957571781136,0.22094298245614036,0.16652565939798694,-4.53969077398676,0.6466281581875604,0.7928634804677182,0.9999966451734092,1.025133673334256e-05,40,calce,severson,soh_cycle,50,logistic_soh_cycle
