AUC,Brier,ECE10,LogLoss,PRAUC,SensAtFPR10,CalSlope,CalIntercept,AUC_lo,AUC_hi,AUC_percell_mean,AUC_percell_std,n_cells_valid,dataset,feature_set,H,model
0.7261779765376888,0.20657745006799905,0.17755714680540494,0.593112429339476,0.4982792519981045,0.17717717717717718,0.6895714758442321,-0.2624194554935888,0.5736408729315435,0.8920768277580858,0.9079032146571829,0.1544328107889778,18,nasa,no_soh,10,xgboost
0.767554604964677,0.1854593593750461,0.09304992759017582,0.5456375972010717,0.5859168963915997,0.33633633633633636,0.9478396708858136,-0.5004689656620124,,,0.9079032146571829,0.1544328107889778,18,nasa,no_soh,10,xgboost
0.7622145848305877,0.23473315002450632,0.18467449891919557,0.7714269414864849,0.7017574535771826,0.3631713554987212,0.340132476837237,-0.4303365050717334,0.587812578008739,0.9140804851975104,0.905264039522637,0.11475107575595778,11,nasa,no_soh,20,xgboost
0.6627373357369704,0.22708641434998914,0.1244609663071027,0.8527487226887899,0.6039702212293397,0.319693094629156,0.13911446326991883,-0.36347235740430445,,,0.8331905533512116,0.14434688912771346,11,nasa,no_soh,20,xgboost
0.673138151581703,0.224649289648783,0.14141053908080645,0.637826744244265,0.5542117608361029,0.23529411764705882,0.6318681723621196,-0.22071238231025028,0.4913340555992503,0.8817602647147347,0.905264039522637,0.11475107575595778,11,nasa,no_soh,20,xgboost
0.7151790482079119,0.21255567116979363,0.15040686657012667,0.6169564790903279,0.6248445561163417,0.23785166240409208,0.7450569987100164,-0.4162733790963882,,,0.905264039522637,0.11475107575595778,11,nasa,no_soh,20,xgboost
0.7741496122130513,0.2271899850506189,0.16654275680928637,0.748698734335842,0.7369822970350992,0.3916083916083916,0.3649221770054987,-0.3509272740858754,0.6110372874663093,0.9137326933297168,0.8976787796309487,0.10933918545122666,11,nasa,no_soh,30,xgboost
0.7046125827427998,0.21599585041228814,0.12343865958483469,0.8142732716043927,0.677967037068721,0.31934731934731936,0.17115799130251247,-0.2885873826633049,,,0.8283416079756777,0.15841552625345182,11,nasa,no_soh,30,xgboost
0.6857972300376307,0.2228236960065549,0.1587438057460124,0.6343608745136539,0.6043787628037866,0.2634032634032634,0.7575482135642019,-0.16213405372153702,0.5259127964662361,0.8744605736053646,0.8976787796309487,0.10933918545122666,11,nasa,no_soh,30,xgboost
0.7288799125193115,0.20913811913105074,0.12775471919943449,0.6092741980230583,0.6638279612621273,0.24475524475524477,0.8496357646014051,-0.29814627703042373,,,0.8976787796309487,0.10933918545122666,11,nasa,no_soh,30,xgboost
0.8368398120785028,0.19744449161102073,0.1642377047261843,0.6204969260209541,0.8554718285924124,0.5622489959839357,0.4867399163917006,-0.33082517625551006,0.6830031291542037,0.9499540046878832,0.9573932020360593,0.05404135836285816,7,nasa,no_soh,50,xgboost
0.7688186709100553,0.19248655337640924,0.14672537329782995,0.5519175755847547,0.7823878078196013,0.39959839357429716,0.6952299326713762,-0.2095222947601993,,,0.853915374748708,0.1718993444832201,7,nasa,no_soh,50,xgboost
0.7219083882700613,0.21965047641022312,0.17085275813995635,0.6276203574935426,0.6875617197380383,0.3253012048192771,0.8470175702703167,-0.11880567518010456,0.5857160126041104,0.8947001702962193,0.9573932020360593,0.05404135836285816,7,nasa,no_soh,50,xgboost
0.7675323937258467,0.19350878717032777,0.07322729356414259,0.5693662245496474,0.7605470353827364,0.3072289156626506,1.163663776931963,-0.16492132653796682,,,0.9573932020360593,0.05404135836285816,7,nasa,no_soh,50,xgboost
0.8600600600600601,0.1461450114383715,0.07808205714723453,0.4691492361405281,0.7693449685341943,0.5525525525525525,0.5989767835166812,-0.018476549398924912,0.7309168021658966,0.9566186080733721,0.897237635943985,0.1738930965802869,18,nasa,no_cycle,10,xgboost
0.7611402769676151,0.17227746903880956,0.1458011310440362,0.5391585077895115,0.6036776852929162,0.3123123123123123,0.5704104139357841,-0.21160140162736918,,,0.8871231846442336,0.1685945658968724,18,nasa,no_cycle,10,xgboost
0.8289195670490634,0.16565179379479256,0.09738228697768746,0.49777988683888463,0.6779538462973231,0.32732732732732733,1.1622440487325552,0.22334532277300473,0.7241972341894659,0.9284396567024893,0.897237635943985,0.1738930965802869,18,nasa,no_cycle,10,xgboost
0.8635470002376479,0.14117467076336881,0.04120822086357661,0.4323521022190259,0.7356637851331971,0.5255255255255256,1.33627693785663,0.007885036988562674,,,0.897237635943985,0.1738930965802869,18,nasa,no_cycle,10,xgboost
0.8404545764794211,0.1757769367591579,0.13132454776994434,0.5611584133933292,0.7791424254659336,0.48081841432225064,0.498375394672603,-0.07552242201225076,0.7157261225744173,0.9543374227259375,0.9347061923126833,0.10432453236748346,11,nasa,no_cycle,20,xgboost
0.7370346131763742,0.20366752338629343,0.21354899019010584,0.6873186494215009,0.642656144628665,0.35294117647058826,0.2392007939688536,-0.498948055866759,,,0.9037024485219671,0.11395829109706014,11,nasa,no_cycle,20,xgboost
0.8158828748890861,0.18990135788568802,0.17852853140746222,0.5578789433859055,0.6976985543120049,0.30434782608695654,0.9743224900615847,0.029380240107746876,0.7037658548502808,0.9379641718573265,0.9347061923126833,0.10432453236748346,11,nasa,no_cycle,20,xgboost
0.8331995005360002,0.16594116591210395,0.11076722686962263,0.5009862682717248,0.7335890184572816,0.33248081841432225,1.1120657260923168,-0.13760516707594078,,,0.9347061923126833,0.10432453236748346,11,nasa,no_cycle,20,xgboost
0.8608130878581629,0.1568025311850662,0.11075448462182878,0.5230127509938357,0.833933124726179,0.5244755244755245,0.5465015739151592,-0.02972780404066825,0.7362757101566719,0.9604699191412491,0.9418909611977668,0.0889176156148734,11,nasa,no_cycle,30,xgboost
0.7728323429492046,0.19071947700603387,0.19037835219211385,0.5984927471454534,0.7242514999220336,0.43123543123543123,0.4738902801584978,-0.24348651730653795,,,0.8781920121221897,0.14225997731317425,11,nasa,no_cycle,30,xgboost
0.8369971708869872,0.1709973403230409,0.13300312067181125,0.5190772590024657,0.7639646560277372,0.34965034965034963,1.1740689827076052,0.07335649618919056,0.7337510728168966,0.9435047817283658,0.9418909611977668,0.0889176156148734,11,nasa,no_cycle,30,xgboost
0.8443287374839963,0.15717087368963234,0.11937832435709556,0.48514385198113424,0.7844148749912141,0.42424242424242425,1.2117047319418297,-0.02874823755415549,,,0.9418909611977668,0.0889176156148734,11,nasa,no_cycle,30,xgboost
0.9067856330984316,0.1281995866822597,0.069501304714637,0.4114812460140817,0.899578789836319,0.6485943775100401,0.7179684617756718,-0.27258133575528826,0.819383559800847,0.9702412229127397,0.963888844841226,0.0509039950780638,7,nasa,no_cycle,50,xgboost
0.852150109873456,0.15952025299106423,0.16122144276455094,0.49821694663467364,0.822534211822402,0.43373493975903615,0.6866052210608401,-0.01668574975865546,,,0.9248711420390617,0.11303668635256534,7,nasa,no_cycle,50,xgboost
0.8671667803288625,0.14229735215056066,0.13402352139325294,0.4496031696350941,0.8228068579917273,0.3895582329317269,1.2398098266714819,-0.10237912197264375,0.776249945649033,0.9563991249076305,0.963888844841226,0.0509039950780638,7,nasa,no_cycle,50,xgboost
0.8907365310297795,0.13217946222051685,0.07607472584623699,0.42209473502383277,0.8689028454795703,0.5542168674698795,1.4458695307502165,-0.16953177198956965,,,0.963888844841226,0.0509039950780638,7,nasa,no_cycle,50,xgboost
0.797703458854538,0.18610714521253838,0.13153137930961967,0.5875234988103811,0.629854986977275,0.40540540540540543,0.4819928960988897,-0.108959255081013,0.6476983929036636,0.9282419845241601,0.8220048499040907,0.2234984835337733,18,nasa,no_soh_no_cycle,10,xgboost
0.6299976235228034,0.2124914483637401,0.19124542362813682,0.6603822173308997,0.532770204354456,0.3213213213213213,0.27627964710502595,-0.4979743949562826,,,0.7364074733562311,0.22056610456989376,18,nasa,no_soh_no_cycle,10,xgboost
0.6422775293278891,0.20281693323584243,0.059692608041754774,0.5951121183958942,0.46807683153928137,0.27927927927927926,0.7900862227400957,-0.1593522656489902,0.5024445022445159,0.8472749933601588,0.8220048499040907,0.2234984835337733,18,nasa,no_soh_no_cycle,10,xgboost
0.7839674206580682,0.17645482034358873,0.08611338408001926,0.5319038721338915,0.5949608137177602,0.3933933933933934,1.2258229721666978,-0.17786131382251233,,,0.8220048499040907,0.2234984835337733,18,nasa,no_soh_no_cycle,10,xgboost
0.7990279723929705,0.1887433195772143,0.1271764538139884,0.6227895998911791,0.7397518271326543,0.3836317135549872,0.44347425251274164,-0.1775214353043768,0.6434733642088435,0.9428780148762272,0.8303932192151353,0.1759553262148717,11,nasa,no_soh_no_cycle,20,xgboost
0.6296779581397777,0.22040152196562332,0.08761895340540742,0.6386703054725271,0.5837498776464758,0.24296675191815856,0.36258003917993886,-0.41081716292981035,,,0.729848243334206,0.18717164843261536,11,nasa,no_soh_no_cycle,20,xgboost
0.7071972601749729,0.2075209151229987,0.0937747478048986,0.6054229976536584,0.5899721709350159,0.2966751918158568,0.8575641719942726,-0.10236958911124024,0.5400503870373122,0.910624273121167,0.8303932192151353,0.1759553262148717,11,nasa,no_soh_no_cycle,20,xgboost
0.771163983988244,0.18808109648469448,0.13857608667454954,0.5624387794495881,0.6798391849866452,0.42455242966751916,1.154283969212506,-0.2627989736546386,,,0.8303932192151353,0.1759553262148717,11,nasa,no_soh_no_cycle,20,xgboost
0.810959213296442,0.1850313987660219,0.1265070838113098,0.6070885438932486,0.7747142542912562,0.41025641025641024,0.4706955438512235,-0.07624809337702847,0.6564107247836539,0.9452707390018124,0.8217980508981675,0.15801193510990177,11,nasa,no_soh_no_cycle,30,xgboost
0.72293371625592,0.20380456871933172,0.13419805636419826,0.5873682195516227,0.7054491524488787,0.3613053613053613,0.6664052723389768,-0.26097432820517,,,0.7306153974578088,0.2039860130813392,11,nasa,no_soh_no_cycle,30,xgboost
0.7301174062442843,0.20072893425351895,0.09814211729744574,0.5912949016175097,0.6544693302287107,0.27972027972027974,0.9729268804762491,-0.057313689947725656,0.5525649728597343,0.9157176569865026,0.8217980508981675,0.15801193510990177,11,nasa,no_soh_no_cycle,30,xgboost
0.7824657257044569,0.185054428814944,0.1317953671336542,0.5561898138595499,0.729120620602997,0.372960372960373,1.22575512811623,-0.123450767700457,,,0.8217980508981675,0.15801193510990177,11,nasa,no_soh_no_cycle,30,xgboost
0.8575130711525347,0.15732529893100045,0.12389366337639943,0.5320191534864959,0.8640624515678219,0.5863453815261044,0.5440011261499983,-0.07156889962867401,0.6958363823401408,0.9650732721142212,0.9389357556024223,0.10787785740761964,7,nasa,no_soh_no_cycle,50,xgboost
0.8152231567780556,0.18530577447391727,0.20067394280119116,0.5611413625719818,0.8165346822159895,0.45180722891566266,0.6375423138947998,-0.16249975758399163,,,0.8447589888066079,0.16958809783428153,7,nasa,no_soh_no_cycle,50,xgboost
0.7879934833674321,0.1811136017309261,0.1813871980365167,0.5482755113929443,0.7849632013860839,0.40763052208835343,1.0149647105566117,-0.04827058590222112,0.6148935277302496,0.9431193924048314,0.9389357556024223,0.10787785740761964,7,nasa,no_soh_no_cycle,50,xgboost
0.8163522012578617,0.1683731335087265,0.12111660490258619,0.5199969833057568,0.8128025961854334,0.46586345381526106,1.2623849344999754,0.0058013193106614845,,,0.9389357556024223,0.10787785740761964,7,nasa,no_soh_no_cycle,50,xgboost
0.5400025925205781,0.24041505496345308,0.1593190113640597,0.6868366823640278,0.40526801260286655,0.14414414414414414,0.24540458385833497,-0.518290383744218,0.4608185963070944,0.6801915279853565,0.8044995054379113,0.1902195630707166,18,nasa,soh_only,10,xgboost
0.42196513059822416,0.22525544544552561,0.19792158825258768,0.6501150906389682,0.3634283234359974,0.12912912912912913,0.20238382358066495,-0.5100896645411103,,,0.7408679076337806,0.17522353892550138,18,nasa,soh_only,10,xgboost
0.24053621967291033,0.24608173979416734,0.19469997970498265,0.691985576024816,0.2153408941101936,0.0,-3.5876915272006684,-3.486792324201938,0.12829202314745736,0.4727068534230578,0.5905371859755918,0.3545114781836955,18,nasa,soh_only,10,xgboost
0.42077689199991364,0.24514030702095974,0.1833030622666106,0.6849897063447993,0.37709545060335153,0.17417417417417416,-0.38083551037334534,-0.8455717062987488,,,0.8044995054379113,0.1902195630707166,18,nasa,soh_only,10,xgboost
0.5806449670169072,0.2467205286679338,0.14077464637893763,0.7029777853040169,0.49072388225678654,0.21994884910485935,0.3335197567993369,-0.29980267522887755,0.5080636179495939,0.7048452902631132,0.852494520422789,0.166028026165812,11,nasa,soh_only,20,xgboost
0.45525902668759816,0.2428351125075529,0.17032148818487403,0.8461479176426545,0.42293976820248236,0.17135549872122763,0.01865187559843074,-0.479913168931581,,,0.7500069887205698,0.15953913113585186,11,nasa,soh_only,20,xgboost
0.3646348171375573,0.2566324331010998,0.16058521985803448,0.7088753677089172,0.31537316079173827,0.043478260869565216,-1.5908196674523967,-1.284517865027488,0.24195679594645195,0.5556925142086564,0.7781143551335327,0.2813548952994098,11,nasa,soh_only,20,xgboost
0.49198207711178116,0.2434844299619189,0.13496704568247245,0.6803422675838691,0.4890016249395719,0.2506393861892583,0.40954891261162124,-0.4252412447960987,,,0.852494520422789,0.166028026165812,11,nasa,soh_only,20,xgboost
0.5976433138369699,0.25301821502574295,0.1573181738768947,0.7198651530845772,0.5467513315806098,0.2564102564102564,0.3413088995470565,-0.2178651359084375,0.5127394463193691,0.7154944531000145,0.8473552430719086,0.16059190994105346,11,nasa,soh_only,30,xgboost
0.43067311097361183,0.2559966093330017,0.167535991276139,0.7176227575287228,0.4599172809900562,0.23543123543123542,0.1024551109253698,-0.30128602417466865,,,0.7340687809800222,0.19983214509676628,11,nasa,soh_only,30,xgboost
0.40694086103101124,0.2628765406655579,0.16218255690363934,0.7203178283028395,0.39955235401373496,0.11188811188811189,-0.9226332676170561,-0.6470707602609208,0.2808277915411416,0.5878168150497685,0.7789121918702366,0.270073658592927,11,nasa,soh_only,30,xgboost
0.5324569698526292,0.24258951263339476,0.09571014815382337,0.6783098004277867,0.5519985441429169,0.27505827505827507,0.8308227832086031,-0.2684381525505647,,,0.8473552430719086,0.16059190994105346,11,nasa,soh_only,30,xgboost
0.6268886868227628,0.25104735007710066,0.15295374892463598,0.7117081797447166,0.6283913689768352,0.3112449799196787,0.40649125576494577,-0.05948681399811614,0.5174086975898505,0.7463262028018883,0.8873270028031932,0.1294385586898489,7,nasa,soh_only,50,xgboost
0.466880730469046,0.26504507726325793,0.19345584971092936,0.7309099297885989,0.5340830077247295,0.30120481927710846,0.20138060190423945,-0.06344658745524089,,,0.8308140272425987,0.16853859620060996,7,nasa,soh_only,50,xgboost
0.4439948473137834,0.2691832356281975,0.1643315320427864,0.7323786550100806,0.4917708452307929,0.19076305220883535,-0.3160186136311902,-0.07454480409363727,0.2992621489550691,0.6048385101659722,0.7720208803542137,0.3247342444515199,7,nasa,soh_only,50,xgboost
0.58150337197848,0.240667235398857,0.056016714810112764,0.6740446353322722,0.6088989407365574,0.2891566265060241,1.0590839788306285,-0.07246738425387085,,,0.8873270028031932,0.1294385586898489,7,nasa,soh_only,50,xgboost
0.3925119363968285,0.28721244505599947,0.20864573032649575,0.835430514187344,0.2638398501048396,0.024024024024024024,-0.49964427032190717,-1.239732151635621,0.2757075896066547,0.586946164368469,0.8565147876814544,0.15369105658600804,18,nasa,cycle_only,10,xgboost
0.27232700326225506,0.2490138534965022,0.21646126570565344,0.6985096650099877,0.24756653212764235,0.042042042042042045,-2.656729979781223,-2.8463324185241667,,,0.5887316046736336,0.11605236470870871,18,nasa,cycle_only,10,xgboost
0.3195843325339728,0.25141498997602685,0.14185245354531106,0.7098634741676176,0.24172200356674894,0.006006006006006006,-1.5371392992338675,-1.9476144482453168,0.22218467020521449,0.467467408947035,0.14348521231854564,0.15369105658600807,18,nasa,cycle_only,10,xgboost
0.31034631754056213,0.26324539820773846,0.22815106082842243,0.7231729321468575,0.23943824001996766,0.036036036036036036,-2.653611242491906,-1.325257323031038,,,0.8565147876814544,0.15369105658600804,18,nasa,cycle_only,10,xgboost
0.38924064609121245,0.3020562428872078,0.2037285900518936,0.8545242737973735,0.3159508235799545,0.03836317135549872,-0.5573772566456414,-0.8632391536732688,0.27688128979025156,0.5727155658126358,0.7855359135583412,0.29017025221938775,11,nasa,cycle_only,20,xgboost
0.2463293009511497,0.2609006901455197,0.23203811910816213,0.7179381431145487,0.28909204148814094,0.0,-4.685171842257814,-2.9241917136076947,,,0.5395177738927738,0.08793797136821636,11,nasa,cycle_only,20,xgboost
0.4138043177137076,0.26540611339350295,0.13394537067622295,0.7334668464664702,0.3364702405982707,0.0076726342710997444,-0.8426381443380337,-0.9194922274449745,0.2725574523998973,0.5318860973600731,0.2144640864416588,0.2901702522193878,11,nasa,cycle_only,20,xgboost
0.37427278603749187,0.2523916507776949,0.10937366509573876,0.6979581286864843,0.31224820584429336,0.043478260869565216,-10.439540414854338,-0.9521413155195825,,,0.7855359135583412,0.29017025221938775,11,nasa,cycle_only,20,xgboost
0.39970269018683047,0.29997885976996513,0.21032176166410463,0.8316318541996603,0.3590955034116297,0.06293706293706294,-0.41709110084308865,-0.5173417082340237,0.2873973066826168,0.5633726630207527,0.7902634171742324,0.3194149396114568,11,nasa,cycle_only,30,xgboost
0.2532114518758926,0.27014443423920514,0.24512275429722483,0.7349149884523117,0.32224561643119665,0.0,-4.7501834696526775,-2.0445329909727574,,,0.5195503421309873,0.06484114937156207,11,nasa,cycle_only,30,xgboost
0.3708161621350269,0.28067004572753096,0.1597232767804302,0.7631023638741726,0.3353931746307154,0.004662004662004662,-1.128279793627779,-0.7276271076048881,0.24522632597119337,0.48020272631448413,0.20973658282576754,0.3194149396114567,11,nasa,cycle_only,30,xgboost
0.39970269018683047,0.2510329514359029,0.07762001771774035,0.695216336532423,0.3590955034116297,0.06293706293706294,-8.348765144617143,-0.5176057848436539,,,0.7902634171742324,0.3194149396114568,11,nasa,cycle_only,30,xgboost
0.4267920739562021,0.29718365251435735,0.17399054358021182,0.8359439729407224,0.4444715771340504,0.08634538152610442,-0.38803282020820334,-0.0959191980023341,0.3054268089335822,0.5595313987675257,0.6750003465855595,0.39941770306501434,7,nasa,cycle_only,50,xgboost
0.26670834280518296,0.2794289382223719,0.26126693597965545,0.7525797770534812,0.3868329045289351,0.030120481927710843,-3.817616659032256,-0.31817346775206556,,,0.5487012987012987,0.1288515248895093,7,nasa,cycle_only,50,xgboost
0.339544972342199,0.29032295971117617,0.18275908004374336,0.7785213918130494,0.39423936054186526,0.03413654618473896,-1.3518875792501586,-0.1458402145934969,0.24743934546749002,0.44087398894868207,0.32499965341444037,0.39941770306501434,7,nasa,cycle_only,50,xgboost
0.4267920739562021,0.25174421715326345,0.02349344395341328,0.6966415052702671,0.4444715771340504,0.08634538152610442,-7.774112027521636,-0.09581764075782132,,,0.6750003465855595,0.39941770306501434,7,nasa,cycle_only,50,xgboost
0.797703458854538,0.18610714521253838,0.13153137930961967,0.5875234988103811,0.629854986977275,0.40540540540540543,0.4819928960988897,-0.108959255081013,0.6476983929036636,0.9282419845241601,0.8220048499040907,0.2234984835337733,18,nasa,sensors_only,10,xgboost
0.6299976235228034,0.2124914483637401,0.19124542362813682,0.6603822173308997,0.532770204354456,0.3213213213213213,0.27627964710502595,-0.4979743949562826,,,0.7364074733562311,0.22056610456989376,18,nasa,sensors_only,10,xgboost
0.6422775293278891,0.20281693323584243,0.059692608041754774,0.5951121183958942,0.46807683153928137,0.27927927927927926,0.7900862227400957,-0.1593522656489902,0.5024445022445159,0.8472749933601588,0.8220048499040907,0.2234984835337733,18,nasa,sensors_only,10,xgboost
0.7839674206580682,0.17645482034358873,0.08611338408001926,0.5319038721338915,0.5949608137177602,0.3933933933933934,1.2258229721666978,-0.17786131382251233,,,0.8220048499040907,0.2234984835337733,18,nasa,sensors_only,10,xgboost
0.7990279723929705,0.1887433195772143,0.1271764538139884,0.6227895998911791,0.7397518271326543,0.3836317135549872,0.44347425251274164,-0.1775214353043768,0.6434733642088435,0.9428780148762272,0.8303932192151353,0.1759553262148717,11,nasa,sensors_only,20,xgboost
0.6296779581397777,0.22040152196562332,0.08761895340540742,0.6386703054725271,0.5837498776464758,0.24296675191815856,0.36258003917993886,-0.41081716292981035,,,0.729848243334206,0.18717164843261536,11,nasa,sensors_only,20,xgboost
0.7071972601749729,0.2075209151229987,0.0937747478048986,0.6054229976536584,0.5899721709350159,0.2966751918158568,0.8575641719942726,-0.10236958911124024,0.5400503870373122,0.910624273121167,0.8303932192151353,0.1759553262148717,11,nasa,sensors_only,20,xgboost
0.771163983988244,0.18808109648469448,0.13857608667454954,0.5624387794495881,0.6798391849866452,0.42455242966751916,1.154283969212506,-0.2627989736546386,,,0.8303932192151353,0.1759553262148717,11,nasa,sensors_only,20,xgboost
0.810959213296442,0.1850313987660219,0.1265070838113098,0.6070885438932486,0.7747142542912562,0.41025641025641024,0.4706955438512235,-0.07624809337702847,0.6564107247836539,0.9452707390018124,0.8217980508981675,0.15801193510990177,11,nasa,sensors_only,30,xgboost
0.72293371625592,0.20380456871933172,0.13419805636419826,0.5873682195516227,0.7054491524488787,0.3613053613053613,0.6664052723389768,-0.26097432820517,,,0.7306153974578088,0.2039860130813392,11,nasa,sensors_only,30,xgboost
0.7301174062442843,0.20072893425351895,0.09814211729744574,0.5912949016175097,0.6544693302287107,0.27972027972027974,0.9729268804762491,-0.057313689947725656,0.5525649728597343,0.9157176569865026,0.8217980508981675,0.15801193510990177,11,nasa,sensors_only,30,xgboost
0.7824657257044569,0.185054428814944,0.1317953671336542,0.5561898138595499,0.729120620602997,0.372960372960373,1.22575512811623,-0.123450767700457,,,0.8217980508981675,0.15801193510990177,11,nasa,sensors_only,30,xgboost
0.8575130711525347,0.15732529893100045,0.12389366337639943,0.5320191534864959,0.8640624515678219,0.5863453815261044,0.5440011261499983,-0.07156889962867401,0.6958363823401408,0.9650732721142212,0.9389357556024223,0.10787785740761964,7,nasa,sensors_only,50,xgboost
0.8152231567780556,0.18530577447391727,0.20067394280119116,0.5611413625719818,0.8165346822159895,0.45180722891566266,0.6375423138947998,-0.16249975758399163,,,0.8447589888066079,0.16958809783428153,7,nasa,sensors_only,50,xgboost
0.7879934833674321,0.1811136017309261,0.1813871980365167,0.5482755113929443,0.7849632013860839,0.40763052208835343,1.0149647105566117,-0.04827058590222112,0.6148935277302496,0.9431193924048314,0.9389357556024223,0.10787785740761964,7,nasa,sensors_only,50,xgboost
0.8163522012578617,0.1683731335087265,0.12111660490258619,0.5199969833057568,0.8128025961854334,0.46586345381526106,1.2623849344999754,0.0058013193106614845,,,0.9389357556024223,0.10787785740761964,7,nasa,sensors_only,50,xgboost
0.8450699349797401,0.11051880540174903,0.10981100014913128,0.5809616344310037,0.982285883912098,0.5272544586787239,0.20457244603269045,1.1299630533884837,0.6661250061034494,0.9644929640828642,0.9654879961648418,0.041412293571253055,6,calce,full,10,xgboost
0.7818431323103809,0.07635253443034543,0.07380107053543321,0.3730509039301988,0.9671607993827079,0.24001507159005275,0.19649384102911566,1.285073496038327,,,0.9148216696561229,0.08165599329445515,6,calce,full,10,xgboost
0.542570970214876,0.08402685284630673,0.03673840915342934,0.30787769878422394,0.9062967698690738,0.06606380306455664,0.37373900709068913,1.3906004357260764,0.3598700207746354,0.899850915731593,0.9654879961648418,0.041412293571253055,6,calce,full,10,xgboost
0.7363894680015417,0.08970067374600435,0.07074866457399206,0.3140370167123072,0.9471658679731065,0.06606380306455664,0.5203187333563718,1.3545413118769194,,,0.9654879961648418,0.041412293571253055,6,calce,full,10,xgboost
