source,target,H,feature_set,model,raw_AUC,raw_Brier,raw_ECE10,raw_LogLoss,raw_PRAUC,raw_SensAtFPR10,raw_CalSlope,raw_CalIntercept,raw_AUC_lo,raw_AUC_hi,raw_AUC_percell_mean,raw_AUC_percell_std,raw_n_cells_valid,iso_AUC,iso_Brier,iso_ECE10,iso_LogLoss,iso_PRAUC,iso_SensAtFPR10,iso_CalSlope,iso_CalIntercept,iso_AUC_lo,iso_AUC_hi,iso_AUC_percell_mean,iso_AUC_percell_std,iso_n_cells_valid,platt_AUC,platt_Brier,platt_ECE10,platt_LogLoss,platt_PRAUC,platt_SensAtFPR10,platt_CalSlope,platt_CalIntercept,platt_AUC_lo,platt_AUC_hi,platt_AUC_percell_mean,platt_AUC_percell_std,platt_n_cells_valid,temp_AUC,temp_Brier,temp_ECE10,temp_LogLoss,temp_PRAUC,temp_SensAtFPR10,temp_CalSlope,temp_CalIntercept,temp_AUC_lo,temp_AUC_hi,temp_AUC_percell_mean,temp_AUC_percell_std,temp_n_cells_valid,endpoint,AUC,Brier,ECE10,LogLoss,PRAUC,SensAtFPR10,CalSlope,CalIntercept,AUC_lo,AUC_hi,AUC_percell_mean,AUC_percell_std,n_cells_valid,dataset
calce,severson,20,no_soh,xgboost,0.6811063639182717,0.8532362809496751,0.8674123845103725,6.875434205603484,0.021630835502583278,0.3359804520464264,7.008635640179772,-66.98639556280065,0.6679646322299981,0.6937805541599457,0.8073683248166501,0.08257058966541567,39.0,0.6728456741205251,0.7681350618718831,0.8584037860773264,2.4083614853084168,0.02109617639857211,0.33659132559560173,26.470740806754566,-77.30903357383325,,,0.7931194620768052,0.07874281398556195,39.0,0.6811063639182717,0.8194008523067751,0.8955732859037748,2.510577135053096,0.021630835502583278,0.3359804520464264,3.474472468138265,-13.344071186603523,0.6679646322299981,0.6937805541599457,0.8073683248166501,0.08257058966541567,39.0,0.6811063639182717,0.7251433562411573,0.8184425880993496,2.2355636896006272,0.021630835502583278,0.3359804520464264,2.8058422641659897,-11.589521505565536,,,0.8073683248166501,0.08257058966541567,39.0,soh_only,,,,,,,,,,,,,,
nasa+calce,severson,20,with_soh,xgboost,0.9854288409982005,0.5741567917201598,0.6575413248522167,2.0338552369379785,0.7923559835099211,0.9651802076970067,3.0721194706363857,-17.092954254215655,0.9768197460507946,0.9921851792955538,0.9993034038143593,0.001230258733339923,39.0,0.972653055732703,0.22551555883877894,0.44485102560019524,0.6504576619788228,0.684381948888297,0.8833231521075138,7.9003504102233455,-11.512348921329952,,,0.9946616183307768,0.004226384279889595,39.0,0.9854288409982005,0.5801837000497957,0.7133377204122688,1.6918686886825052,0.7923559835099211,0.9651802076970067,94.59233732241637,-235.87727643692847,0.9768197460507946,0.9921851792955538,0.9993034038143593,0.001230258733339923,39.0,0.9854288409982005,0.38324939355640264,0.5849724710136465,0.9941227261533012,0.7923559835099211,0.9651802076970067,9.308451608461858,-16.93171422941811,,,0.9993034038143593,0.001230258733339923,39.0,soh_only,,,,,,,,,,,,,,
nasa+calce,severson,20,no_soh,xgboost,0.7589693545769347,0.8147152085073383,0.8542972355200703,4.306934633679401,0.03915749374033507,0.40867440439828956,0.908001355855345,-9.336637428699271,0.708844575072919,0.8011334574326366,0.9198585251011006,0.11265615662620856,39.0,0.7486050417410615,0.494580851504138,0.6547711251291463,1.3690033192355673,0.03594486086514599,0.5051924251679902,1.348833520446299,-6.344863099669459,,,0.9078441255821286,0.10102290733609715,39.0,0.7589693545769347,0.7468648279959509,0.8373854976809514,2.257544074049197,0.03915749374033507,0.40867440439828956,38.95696499884653,-104.18699291114116,0.708844575072919,0.8011334574326366,0.9198585251011006,0.11265615662620856,39.0,0.7589693545769347,0.6048452798433435,0.7507957257690154,1.6382584651103913,0.03915749374033507,0.40867440439828956,2.6767481544279264,-9.183940652128818,,,0.9198585251011006,0.11265615662620856,39.0,soh_only,,,,,,,,,,,,,,
,,20,with_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.9433728330041694,0.045571308658724316,0.020001454736490107,0.15769256796416414,0.7141058651991434,0.9081632653061225,0.8553206576760929,-0.5004755854724476,0.886166380380417,0.9837868429151789,0.9899477261524642,0.014909018435954314,11.0,nasa
,,20,with_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.9399220978714067,0.050128147825312594,0.04059323434315658,0.3042439875348321,0.6254981646763474,0.8877551020408163,0.286345918255919,-1.7379202508424123,,,0.9582715460508219,0.04595931029776063,11.0,nasa
,,20,with_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.9152951503181916,0.049354054127890144,0.04544855349859034,0.17845364994227395,0.6548710028920071,0.9183673469387755,0.9388686763828799,-0.4588090503275187,0.8049664199922476,0.9855294182245841,0.9899477261524642,0.014909018435954314,11.0,nasa
,,20,with_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.9461707263550582,0.04752129596346998,0.03467643393875648,0.1647177912287104,0.6818430001900873,0.8571428571428571,1.0371825034167625,-0.5632827438594562,,,0.9899477261524642,0.014909018435954314,11.0,nasa
,,20,no_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.935533245556287,0.05388578855398641,0.03345553689004499,0.18160573907146652,0.5820489255434751,0.8469387755102041,0.8062387118669659,-0.5781403548948906,0.8740841887818405,0.9777714363980938,0.968634884062465,0.04598566437546651,11.0,nasa
,,20,no_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.9329822251481239,0.05471215583286401,0.040514757448941334,0.2926871144589509,0.5635323627330602,0.7653061224489796,0.38656283767519034,-1.2049089901388192,,,0.9509320259079505,0.06308035205065621,11.0,nasa
,,20,no_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.9325817423743691,0.055400424174557227,0.04441179630041515,0.19499033941757973,0.6360416987076963,0.8469387755102041,0.8509158734095386,-0.7101889220334207,0.8733270829087589,0.9757687395841922,0.968634884062465,0.04598566437546651,11.0,nasa
,,20,no_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.9355332455562869,0.052863587078143516,0.037285481939673966,0.17716951876418016,0.5945499022698478,0.8367346938775511,0.8966057354656356,-0.5476315312537279,,,0.968634884062465,0.04598566437546651,11.0,nasa
,,20,with_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.8441594861669087,0.10907168256383683,0.11022918088724402,0.5586488863588761,0.9838710227810015,0.5486163051608077,0.20102727229481754,1.2350677454059038,0.6704062688886969,0.9638972717042111,0.9665744582361956,0.0361643758856017,6.0,calce
,,20,with_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.7817494506141865,0.0712789433080802,0.04673580875148934,0.33805458494376656,0.9709732341392812,0.49339316878583894,0.2090316148027466,1.2946955333040584,,,0.9221453860172311,0.07447641972595963,6.0,calce
,,20,with_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.49935900605262395,0.07941313738850869,0.03969279772060483,0.29895601319545856,0.9067053121390702,0.0694340563450511,0.1597535877310441,2.0037472385994333,0.31227876262515003,0.8767609780722099,0.9665744582361956,0.0361643758856017,6.0,calce
,,20,with_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.7204514238446241,0.08804809693102442,0.07205488580772734,0.3094137963369728,0.9485762148380941,0.0694340563450511,0.4779403360066823,1.4864770968753411,,,0.9665744582361956,0.0361643758856017,6.0,calce
,,20,no_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.7897930830862105,0.11164463264831954,0.1128457504315003,0.6080448845023624,0.9719524003364916,0.30254300673148843,0.1794445695032025,1.3219827893818017,0.5920466294751879,0.9627514213913149,0.9479665785694306,0.10442929380955439,6.0,calce
,,20,no_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.7457083561696194,0.07326564518710779,0.06824678279298502,0.38857668028573245,0.9623635053516937,0.35527299925205685,0.1579864156055591,1.5709876613150946,,,0.9191064292725679,0.0900138706175905,6.0,calce
,,20,no_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.4715597507697713,0.07964239983412631,0.03915635181676419,0.3013547124782855,0.8919496832274758,0.02343555223136375,0.07461839842887036,2.226798680388851,0.28018808915443033,0.8544477481412672,0.9479665785694306,0.10442929380955439,6.0,calce
,,20,no_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soh_only,0.6853359660371391,0.0912080778887447,0.06933679510968373,0.32708241560838525,0.9306507167071281,0.027175268012964347,0.3935097187428067,1.6283343478932797,,,0.9479665785694306,0.10442929380955439,6.0,calce
nasa,severson,20,with_soh,xgboost,0.7226270104592785,0.3757450375941946,0.5859059686278599,0.9550618038308685,0.016501116331178386,0.14919852034525277,1.3862591412885672,-5.806921987285421,0.7057186273860072,0.7417068953234751,0.9458345244241165,,1.0,0.5994628714141536,0.16322564085167834,0.3877210246424528,0.511580016484947,0.008584645023340496,0.0,5.344892159959537,-3.3192217986526473,,,0.5865051903114187,,1.0,0.7226270104592785,0.14939008610410082,0.37017750747453004,0.4826648907469422,0.016501116331178386,0.14919852034525277,3.0255448125708013,-3.7560645655830363,0.7057186273860072,0.7417068953234751,0.9458345244241165,,1.0,0.7226270104592785,0.28313999989687383,0.5203363370128097,0.7579823207153944,0.016501116331178386,0.14919852034525277,4.081598461921738,-5.7855888563803095,,,0.9458345244241165,,1.0,volt_only,,,,,,,,,,,,,,
nasa,severson,20,no_soh,xgboost,0.6686383939894516,0.4887061739899434,0.6742703283579485,1.2132104893310538,0.026122361257271836,0.1060419235511714,8.767147677687085,-14.199755956024157,0.646539194460098,0.6870840666129914,0.7087420374692273,,1.0,0.5283874168220463,0.11988620849053626,0.3344969068520406,0.4231697392236641,0.007300321358165828,0.0,2.251152546008875,-3.531109201486142,,,0.523356401384083,,1.0,0.6686383939894516,0.17549413105317593,0.4054581055003212,0.5388561591590851,0.026122361257271836,0.1060419235511714,26.33814626444249,1.5814457542507607,0.646539194460098,0.6870840666129914,0.7087420374692273,,1.0,0.6686383939894516,0.31250270315151807,0.5485246697943814,0.8180911157216136,0.026122361257271836,0.1060419235511714,29.01367877831333,-14.264571094052243,,,0.7087420374692273,,1.0,volt_only,,,,,,,,,,,,,,
nasa+calce,severson,20,with_soh,xgboost,0.7225397086608847,0.37736089770313175,0.58157216157592,0.9631011822634199,0.018395846697750032,0.1504315659679408,1.4373013213121202,-5.943217252215807,0.7048372885657606,0.7400519795493855,0.9748569624411744,,1.0,0.5358273956755638,0.16838315131090378,0.3942691337893734,0.5250618772592379,0.009440231939385965,0.1504315659679408,0.5964839511420791,-4.748505378133152,,,0.601717730684063,,1.0,0.7225397086608847,0.09570198240135586,0.2777260932611253,0.35103557513935263,0.018395846697750032,0.1504315659679408,1.7624244935117672,-3.6523367307693513,0.7048372885657606,0.7400519795493855,0.9748569624411744,,1.0,0.7225397086608847,0.30118813347976575,0.5305829640413076,0.7930117008772765,0.018395846697750032,0.1504315659679408,2.972215047731284,-5.907389150321588,,,0.9748569624411744,,1.0,volt_only,,,,,,,,,,,,,,
nasa+calce,severson,20,no_soh,xgboost,0.6113062335951874,0.5390733059437443,0.7062581338447995,1.352028781676384,0.022504181749310487,0.02219482120838471,2.534869630970775,-8.063216867698197,0.5845019261691506,0.6368349107673578,0.748020300453539,,1.0,0.616175439196702,0.2685361703845376,0.5098780206803508,0.7297076388810178,0.008955092035378687,0.0,20.935417861785353,-7.5146216178080385,,,0.6505190311418685,,1.0,0.6113062335951874,0.23662805267357284,0.4608748342166366,0.6542365819860482,0.022504181749310487,0.02219482120838471,2.9724596529439564,-5.091515614772088,0.5845019261691506,0.6368349107673578,0.748020300453539,,1.0,0.6113062335951874,0.37996761667969925,0.5990007595044684,0.9577621579271451,0.022504181749310487,0.02219482120838471,5.155651445656312,-7.995846324686527,,,0.748020300453539,,1.0,volt_only,,,,,,,,,,,,,,
,,20,with_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volt_only,0.8211563743804977,0.164344156446369,0.12527737359836294,0.57205734332551,0.7142978112906442,0.5439739413680782,0.42926318108433215,-0.37974716410155474,0.581581085110223,0.9688197009185614,0.9846103018009712,0.01909918445565346,3.0,nasa
,,20,with_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volt_only,0.6805061735645841,0.17570852400879727,0.2009572571681036,0.5205337924132506,0.6145490387457935,0.4820846905537459,0.4609711670162772,-0.5764892684684518,,,0.9577263507283792,0.03798274569346446,3.0,nasa
,,20,with_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volt_only,0.7580247304006831,0.17913189564815862,0.08655374706307964,0.5338744703750014,0.5392471175230715,0.30944625407166126,0.9339823934776511,-0.11569331883750633,0.5613573137933566,0.955636421586109,0.9846103018009712,0.01909918445565346,3.0,nasa
,,20,with_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volt_only,0.8255521872896402,0.1565815895803831,0.09545598308634581,0.48126802559151777,0.6493736045730862,0.4755700325732899,1.262905684863967,-0.39648056727967296,,,0.9846103018009712,0.01909918445565346,3.0,nasa
,,20,no_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volt_only,0.7769836501059423,0.19914695989770026,0.16662559968564666,0.6821437318567789,0.6360125991280057,0.38762214983713356,0.338666841364724,-0.42336292038447765,0.5504174680011173,0.9566510293208932,0.9952312168336509,0.004703608612852177,3.0,nasa
,,20,no_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volt_only,0.6618747938756794,0.19332686623584147,0.1890067930064841,0.6303679662417969,0.5493343977880308,0.3778501628664495,0.23759680265232408,-0.7490854522419005,,,0.9692206036019423,0.03819836891130692,3.0,nasa
,,20,no_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volt_only,0.6783873284932708,0.19912593849956473,0.06794156149342089,0.5846616727995151,0.4506473963072887,0.254071661237785,0.6243722332716661,-0.3553577942783407,0.4721664647577093,0.9379175254137483,0.9952312168336509,0.004703608612852177,3.0,nasa
,,20,no_soh,xgboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volt_only,0.7825043935540125,0.17484255986006209,0.08593898400908581,0.5245904053449827,0.5649962583161705,0.3583061889250814,1.0193941069764658,-0.47876884187002,,,0.9952312168336509,0.004703608612852177,3.0,nasa
